FEATURE MATRIX - ESTRUCTURA OPTIMIZADA PARA XGBOOST,,,,,
"Variables ordenadas por PODER PREDICTIVO (1 = máximo, 615 = mínimo)",,,,,
Esta es la estructura de la TABLA PLANA que alimentará XGBoost,,,,,
,,,,,
PRIORIDAD,FEATURE_NAME,TIPO_DATO,NULL_ESPERADO,ORIGEN_TABLA,DESCRIPCIÓN
534,player_out_id,INT,NEVER,substitutions,FK → players. Jugador que sale.
535,event_id,BIGINT,NEVER,fouls,FK → match_events.
536,event_id,BIGINT,NEVER,set_pieces,FK → match_events.
537,event_id,BIGINT,NEVER,var_reviews,FK → match_events.
538,event_id,BIGINT,NEVER,player_personal_events,Identificador único del evento personal.
539,incident_match_id,BIGINT,NEVER,player_media_incidents,FK → matches. Partido donde ocurrió el error.
540,team_committed_id,INT,NEVER,fouls,FK → teams. Equipo que comete falta.
541,injury_id,INT,NEVER,player_injuries,Identificador único de la lesión.
542,var_check_id,INT,NEVER,var_reviews,Identificador único de la revisión.
543,competition_id,INT,NEVER,matches,FK → competitions. Liga/copa/torneo del partido.
544,player_id,INT,NEVER,players,Identificador único del jugador.
545,competition_id,INT,NEVER,competitions,Identificador único de la competición.
546,season_id,INT,NEVER,seasons,Identificador único de la temporada.
547,player_id,INT,NEVER,match_lineups,FK → players. Jugador en la alineación.
548,player_id,INT,NEVER,match_events,FK → players. Jugador principal del evento.
549,foul_committed_by_player_id,INT,NEVER,fouls,FK → players. Quien comete.
550,season_id,INT,NEVER,team_season_stats,FK → seasons.
551,competition_id,INT,NEVER,team_season_stats,FK → competitions.
552,player_id,INT,NEVER,player_season_stats,FK → players.
553,season_id,INT,NEVER,player_season_stats,FK → seasons.
554,competition_id,INT,NEVER,player_season_stats,FK → competitions.
555,player_id,INT,NEVER,player_match_stats,FK → players.
556,season_id,INT,NEVER,referee_season_stats,FK → seasons.
557,player_id,INT,NEVER,player_injuries,FK → players.
558,player_id,INT,NEVER,player_transfers,FK → players.
559,season_id,INT,NEVER,player_transfers,FK → seasons. Temporada del traspaso.
560,player_id,INT,NEVER,player_personal_events,FK → players. Jugador afectado por el evento.
561,incident_id,INT,NEVER,player_media_incidents,Identificador único del incidente viral.
562,player_id,INT,NEVER,player_media_incidents,FK → players. Jugador protagonista del error.
563,player_id,INT,NEVER,player_discipline_history,FK → players. Jugador del registro.
564,manager_id,INT,NEVER,managers,Identificador único del técnico.
565,manager_id,INT,NEVER,manager_tenures,FK → managers.
566,match_id,BIGINT,NEVER,matches,Identificador único del partido. Clave primaria central del sistema.
567,goal_id,INT,NEVER,goals,Identificador único del gol.
568,scorer_id,INT,NEVER,goals,FK → players. Jugador que marca.
569,shot_id,INT,NEVER,shots,Identificador único del disparo.
570,match_id,BIGINT,NEVER,player_match_stats,FK → matches.
571,to_team_id,INT,NEVER,player_transfers,FK → teams. Equipo de destino.
572,player_in_id,INT,NEVER,substitutions,FK → players. Jugador que entra.
573,home_team_id,INT,NEVER,matches,FK → teams. Identificador del equipo que juega en casa.
574,current_team_id,INT,NEVER,players,FK → teams. Equipo donde juega actualmente.
575,card_player_id,INT,NEVER,cards,FK → players. Jugador sancionado.
576,foul_id,INT,NEVER,fouls,Identificador único de la falta.
577,stadium_id,INT,NEVER,matches,FK → stadiums. Estadio donde se juega el partido.
578,var_referee_id,INT,NEVER,matches,FK → referees. Árbitro a cargo del videoarbitraje.
579,stadium_id,INT,NEVER,stadiums,Identificador único del estadio.
580,foul_suffered_by_player_id,INT,NEVER,fouls,FK → players. Quien recibe.
581,var_referee_id,INT,NEVER,var_reviews,FK → referees. Árbitro VAR.
582,from_team_id,INT,NEVER,player_transfers,FK → teams. Equipo de origen.
583,team_id,INT,NEVER,teams,Identificador único del equipo (club o selección).
584,team_id,INT,NEVER,match_events,FK → teams. Equipo involucrado.
585,team_id,INT,NEVER,goals,FK → teams. Equipo que anota.
586,team_id,INT,NEVER,cards,FK → teams. Equipo del sancionado.
587,sub_id,INT,NEVER,substitutions,Identificador único de la sustitución.
588,team_id,INT,NEVER,substitutions,FK → teams. Equipo que realiza el cambio.
589,set_piece_id,INT,NEVER,set_pieces,Identificador único del balón parado.
590,team_id,INT,NEVER,set_pieces,FK → teams. Equipo que saca.
591,team_id,INT,NEVER,team_season_stats,FK → teams.
592,team_id,INT,NEVER,manager_tenures,FK → teams.
593,referee_id,INT,NEVER,matches,FK → referees. Árbitro central asignado.
594,referee_id,INT,NEVER,referees,Identificador único del árbitro.
595,referee_id,INT,NEVER,referee_season_stats,FK → referees.
596,injury_match_id,BIGINT,NEVER,player_injuries,FK → matches. Partido donde se lesionó (si aplica).
597,transfer_id,INT,NEVER,player_transfers,Identificador único del traspaso.
598,away_manager_id,INT,NEVER,manager_match_context,FK → managers. Técnico visitante.
599,city_id,INT,NEVER,teams,FK → cities. Ciudad sede del equipo.
600,city_id,INT,NEVER,stadiums,FK → cities. Ciudad donde se ubica.
601,possession_team_id,INT,NEVER,match_events,FK → teams. Equipo con posesión.
602,city_id,INT,NEVER,cities,Identificador único de la ciudad.
603,team_suffered_id,INT,NEVER,fouls,FK → teams. Equipo que recibe falta.
604,taker_id,INT,NEVER,set_pieces,FK → players. Quien ejecuta.
605,tenure_id,INT,NEVER,manager_tenures,Identificador único del período.
606,stat_id,INT,NEVER,team_season_stats,Identificador único del registro.
607,stat_id,INT,NEVER,player_season_stats,Identificador único del registro.
608,stat_id,INT,NEVER,player_match_stats,Identificador único del registro.
609,stat_id,INT,NEVER,referee_season_stats,Identificador único del registro.
610,freekick_specialist_id,INT,NEVER,match_lineups,FK → players. ID del lanzador principal de faltas.
611,away_team_id,INT,NEVER,matches,FK → teams. Identificador del equipo visitante.
612,shooter_id,INT,NEVER,shots,FK → players. Jugador que dispara.
613,card_id,INT,NEVER,cards,Identificador único de la tarjeta.
614,home_manager_id,INT,NEVER,manager_match_context,FK → managers. Técnico local.
615,record_id,INT,NEVER,player_discipline_history,Identificador único del registro disciplinario.
,,,,,
,,,,,
,,,,,
LEYENDA DE PRIORIDADES PARA XGBOOST,,,,,
,,,,,
PRIORIDAD,TIER,TIPO DE VARIABLES,PODER PREDICTIVO,NULL ESPERADO,
Jan-50,TIER 1,"Cuotas de cierre, probabilidades implícitas, movimientos de línea",MÁXIMO,RARE,
51-100,TIER 2,"Forma últimos 5, rachas, xG reciente",MUY ALTO,RARE,
101-150,TIER 3,"H2H histórico, contexto competitivo, derbis",ALTO,SOMETIMES,
151-250,TIER 4,"Alineación, clima, estadio, altitud",MEDIO-ALTO,SOMETIMES,
251-350,TIER 5,"Árbitro, fatiga, viajes, descanso",MEDIO,SOMETIMES,
351-450,TIER 6,"Stats individuales, entrenador, eventos",MEDIO-BAJO,SOMETIMES,
451-550,TIER 7,"Asistencia, ambiente, conexiones emocionales",BAJO,OFTEN,
551-615,TIER 8,"Psicología avanzada, disciplina, geopolítica",EXPERIMENTAL,OFTEN,
,,,,,
,,,,,
NOTAS PARA IMPLEMENTACIÓN:,,,,,
• Para XGBoost: Generar UNA FILA POR PARTIDO con todas las 615 columnas,,,,,
• Las columnas con NULL_ESPERADO='OFTEN' pueden requerir imputación o eliminación,,,,,
"• IDs (prioridad 600+) son para JOINs, NO son features predictivos",,,,,
• Considerar feature selection con las primeras 200-300 variables para modelo inicial,,,,,
• TARGET sugerido: HOME_WIN / DRAW / AWAY_WIN (clasificación multiclase),,,,,
